	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
LDOC1	0.000000000000000000020233412957926	-2.07802477610518	0.013	0.055	0.000000000000000492501504808877
IGHV1-3	0.0000000000000000000203334968105633	-2.021275590824	0.013	0.055	0.000000000000000494937645865921
TGIF2	0.0000000000000000000206399790952752	-0.532001443444105	0.15	0.236	0.000000000000000502397731158094
ZFAND2A	0.0000000000000000000207537432513274	0.226909506767553	0.65	0.711	0.000000000000000505166864480561
PRPF8	0.000000000000000000021723988268808	-0.52414714826649	0.233	0.335	0.000000000000000528783598451056
STAT1	0.0000000000000000000221998951443966	-0.653148586094152	0.234	0.332	0.000000000000000540367647709758
FAF2	0.0000000000000000000224432865188046	-0.849964195083291	0.065	0.13	0.000000000000000546292037154223
ZFAND3	0.0000000000000000000226287898682816	-0.310463582688283	0.213	0.296	0.000000000000000550807374183843
BRAT1	0.0000000000000000000229596132084546	-0.799434745481807	0.087	0.161	0.000000000000000558859945106993
ACIN1	0.0000000000000000000231957036787065	-0.49589738226124	0.215	0.314	0.000000000000000564606623243395
POLR2J	0.0000000000000000000234512627680595	-0.315397499964732	0.236	0.323	0.000000000000000570827187037336
NEAT1	0.0000000000000000000241363819449823	0.356037452336325	0.7	0.699	0.000000000000000587503672922815
SERBP1	0.0000000000000000000243765342980074	-0.225335152563388	0.538	0.647	0.000000000000000593349221347798
PRKAR1A	0.0000000000000000000245344191218976	-0.322726821167204	0.34	0.446	0.000000000000000597192295846111
DPAGT1	0.0000000000000000000254692804529853	-1.13851208723587	0.045	0.105	0.000000000000000619947755506116
HIST1H1C	0.0000000000000000000257173975587525	-0.797728299261505	0.103	0.183	0.000000000000000625987173977596
SAT2	0.0000000000000000000261055116636284	-0.483090727944417	0.199	0.293	0.000000000000000635434259404378
NBEAL2	0.0000000000000000000261591694204586	1.31313137588528	0.087	0.04	0.000000000000000636740342863384
AP1G1	0.000000000000000000026693796108114	-0.678714963287604	0.108	0.185	0.000000000000000649753691067603
ARF3	0.0000000000000000000275174474692174	-0.406119978409816	0.143	0.216	0.000000000000000669802188848221
DGCR6L	0.0000000000000000000283910754945204	-0.598749032550802	0.134	0.218	0.000000000000000691067168612122
USP15	0.0000000000000000000298900793401253	-0.344374807355247	0.334	0.44	0.00000000000000072755442121799
MYDGF	0.0000000000000000000300917011325139	-0.450231803529826	0.271	0.375	0.000000000000000732462097266521
RLIM	0.0000000000000000000308990242681383	-0.723004323483519	0.098	0.174	0.000000000000000752113149710755
DNAJC27	0.0000000000000000000317652571176868	-0.917938564516396	0.069	0.139	0.000000000000000773198123501615
RBM5	0.000000000000000000032392543193655	-0.43064813670077	0.2	0.29	0.000000000000000788466893876755
CEP135	0.0000000000000000000331066665461433	-0.921818030616423	0.057	0.119	0.000000000000000805849370399675
PHYKPL	0.0000000000000000000332190084009427	-0.515607482930293	0.152	0.235	0.000000000000000808583883487345
TARS	0.000000000000000000034093956990736	-0.479629258750004	0.201	0.296	0.000000000000000829881007111505
RAB3IP	0.0000000000000000000341943997697185	-1.40156957286387	0.03	0.084	0.000000000000000832325884794718
DEK	0.0000000000000000000345485221703234	-0.276514263304811	0.437	0.547	0.000000000000000840945578147843
SRSF3	0.0000000000000000000366565468546369	-0.251330415587981	0.671	0.766	0.000000000000000892257006988718
TMUB1	0.0000000000000000000376384793891421	-0.498619162923628	0.226	0.326	0.000000000000000916158226811107
BAG4	0.0000000000000000000391016719206017	-0.845970295047352	0.075	0.144	0.000000000000000951773796219365
SS18	0.00000000000000000003912602613555	-0.598260149861978	0.124	0.203	0.000000000000000952366602165423
HMGCS1	0.0000000000000000000396470378386239	0.644901673589636	0.234	0.184	0.000000000000000965048548029945
SARAF	0.000000000000000000040834758304953	-0.183136433445333	0.943	0.972	0.000000000000000993958851900861
MTR	0.0000000000000000000409473478029234	-0.867746596910775	0.084	0.158	0.000000000000000996699392870959
HNRNPUL1	0.0000000000000000000442597003577108	0.305713530738735	0.433	0.416	0.00000000000000107732536640704
HMOX2	0.0000000000000000000442812351411262	0.410118261255154	0.343	0.304	0.00000000000000107784954457015
AARS	0.0000000000000000000443323786988768	-0.804697691975693	0.082	0.153	0.00000000000000107909442990936
MIA3	0.0000000000000000000445547818166861	-0.298470927533077	0.164	0.234	0.00000000000000108450794419996
DAZAP2	0.0000000000000000000473040932543312	-0.219202912671009	0.705	0.798	0.00000000000000115142893390367
SGMS1	0.0000000000000000000493090564909078	-0.984682954710435	0.059	0.124	0.00000000000000120023174404519
SMIM19	0.0000000000000000000496212608819512	-0.538255129841443	0.109	0.179	0.00000000000000120783111112757
TOR1A	0.0000000000000000000543879035473434	-0.467193452870267	0.096	0.157	0.00000000000000132385596024588
G6PC3	0.0000000000000000000547592826108167	-1.29410885452468	0.03	0.081	0.00000000000000133289569802989
CLTB	0.0000000000000000000547725260648273	-0.370477763582384	0.297	0.4	0.00000000000000133321805694396
CCNL2	0.0000000000000000000560257164306294	-0.38968029731687	0.14	0.209	0.00000000000000136372196363795
NRDC	0.0000000000000000000561900490368532	-0.436049027844008	0.177	0.261	0.00000000000000136772198360604
RBM19	0.0000000000000000000571259398213035	-0.972859782638325	0.058	0.122	0.00000000000000139050250119035
LPXN	0.0000000000000000000583335319277886	-0.407879936594007	0.282	0.386	0.0000000000000014198965006543
SIRT7	0.0000000000000000000596294529837652	-0.287810688626562	0.165	0.231	0.00000000000000145144051507783
CBX1	0.0000000000000000000600537706787577	-0.825042827231515	0.068	0.133	0.00000000000000146176883209164
APEH	0.000000000000000000060582880238329	-0.489402968491265	0.152	0.232	0.00000000000000147464788788117
SPOUT1	0.0000000000000000000617507518056673	-1.22389737199493	0.035	0.089	0.00000000000000150307504970175
KRCC1	0.0000000000000000000620227357118773	-0.440480403369078	0.166	0.249	0.00000000000000150969540996281
RHOB	0.0000000000000000000624946308690842	-0.174528633345621	0.648	0.748	0.00000000000000152118180998438
PDLIM7	0.0000000000000000000663279807025796	-1.71803889758364	0.017	0.061	0.00000000000000161448937828149
PIGM	0.0000000000000000000699625578558825	-1.73977573680352	0.019	0.064	0.00000000000000170295862077004
FUOM	0.0000000000000000000723938062535596	-0.963313747677104	0.045	0.101	0.00000000000000176213763801789
TMEM160	0.0000000000000000000738527998887694	-0.442216129572934	0.209	0.301	0.00000000000000179765100209254
FAM50A	0.0000000000000000000763163250518988	-0.480455328050623	0.247	0.348	0.00000000000000185761566808827
BSDC1	0.0000000000000000000768787032991834	-0.397005704510303	0.157	0.231	0.00000000000000187130451700542
PLA2G16	0.0000000000000000000775122354213743	-0.428646602198419	0.183	0.269	0.00000000000000188672532239167
MGST3	0.0000000000000000000775383482195814	0.4651958776993	0.326	0.27	0.00000000000000188736093401283
TPM4	0.0000000000000000000795116488349084	0.443550213345876	0.349	0.314	0.00000000000000193539304429051
RBM39	0.0000000000000000000795783122225271	0.161570918362987	0.733	0.757	0.00000000000000193701569780853
DENND1C	0.0000000000000000000805497614400456	-0.38859420568857	0.247	0.344	0.00000000000000196066174321215
ZFP82	0.0000000000000000000837472528869598	-1.2430003537661	0.025	0.07	0.00000000000000203849188252149
AP5B1	0.0000000000000000000840510852676667	-1.8081730817709	0.021	0.068	0.00000000000000204588746650028
REEP5	0.0000000000000000000846791797384173	-0.321127312099055	0.392	0.5	0.00000000000000206117591401282
NDUFAB1	0.0000000000000000000873554357232495	-0.385059511249785	0.248	0.343	0.00000000000000212631866093962
LYRM4	0.0000000000000000000883291792027321	-1.19739799781165	0.036	0.09	0.0000000000000021500205509737
KLHDC7B	0.0000000000000000000897170375772282	-1.20334403718483	0.024	0.07	0.00000000000000218380241166731
USP4	0.0000000000000000000906359573968988	-0.63108496255225	0.149	0.237	0.00000000000000220616983899791
SLC25A13	0.0000000000000000000916912269278128	-0.979584253784095	0.028	0.071	0.00000000000000223185615464989
IDH3G	0.0000000000000000000933819279418102	-0.601036806919904	0.162	0.252	0.0000000000000022730095080316
TOGARAM1	0.0000000000000000000934740204320228	-1.22583382580427	0.041	0.099	0.00000000000000227525113133587
OPA1	0.0000000000000000000939132793685553	-0.851486185409273	0.072	0.14	0.00000000000000228594313311
RPS27L	0.000000000000000000095433600021024	-0.455301595305827	0.36	0.468	0.00000000000000232294925811174
TFEB	0.0000000000000000000995108227267483	1.09791158149698	0.101	0.057	0.00000000000000242219293599178
NELFE	0.0000000000000000000997783727384059	-0.319015229032777	0.186	0.261	0.00000000000000242870537082554
C6orf48	0.000000000000000000108473235988493	-0.423133908473579	0.163	0.244	0.00000000000000264034703719591
CD6	0.000000000000000000109486791741082	0.48769149242376	0.356	0.297	0.00000000000000266501799776968
TNFSF13B	0.000000000000000000112151844368055	0.00917869054812115	0.217	0.261	0.00000000000000272988804376282
NDUFB1	0.000000000000000000112730171419441	-0.338269555843114	0.412	0.522	0.00000000000000274396510252061
KLHL28	0.000000000000000000114664822398083	-0.553074277498369	0.17	0.26	0.00000000000000279105644199174
OPTN	0.000000000000000000114749161744283	-0.260932672064766	0.5	0.608	0.00000000000000279310934601758
CLECL1	0.00000000000000000011568623057717	-1.77312197907215	0.017	0.061	0.00000000000000281591853847889
ANKLE2	0.00000000000000000011625330875632	-0.610533838858144	0.138	0.222	0.00000000000000282972178843759
BRAF	0.000000000000000000122581805342381	-0.585365082500287	0.127	0.205	0.0000000000000029837637238389
CCDC82	0.000000000000000000128106932134017	0.660272236777696	0.173	0.129	0.00000000000000311825083507411
NFX1	0.000000000000000000128134365416091	-0.781193300664298	0.119	0.201	0.00000000000000311891858859306
SLC39A6	0.000000000000000000129635211081273	-0.762333617968165	0.088	0.159	0.00000000000000315545067292927
PCBD1	0.000000000000000000130791983893648	-0.512836933086307	0.155	0.238	0.00000000000000318360767995529
RNF126	0.000000000000000000131998621838098	0.551070627269394	0.243	0.194	0.00000000000000321297845416115
TFIP11	0.000000000000000000132294000488588	-0.413919075249811	0.182	0.265	0.00000000000000322016826589273
BCAP29	0.000000000000000000133613212483769	-0.675487998913774	0.105	0.18	0.00000000000000325227920506741
ELP5	0.000000000000000000135087845602198	-0.840366503548925	0.093	0.168	0.00000000000000328817324980311
LRRFIP1	0.000000000000000000135416505951003	0.188568751989894	0.655	0.676	0.00000000000000329617317135337
RNF111	0.000000000000000000138403180426192	-0.73005560181479	0.071	0.134	0.00000000000000336887181475394
CENPC	0.000000000000000000138521696553705	-0.416819908256379	0.254	0.353	0.00000000000000337175661581372
SRRM2	0.000000000000000000138580959402642	-0.365762632386631	0.328	0.433	0.00000000000000337319913281971
MED17	0.000000000000000000139020008084781	-0.737367763206383	0.089	0.159	0.00000000000000338388601679165
CBLL1	0.000000000000000000139722972165891	-0.396875174283503	0.126	0.19	0.00000000000000340099686548996
ABCF2.1	0.00000000000000000014040134385324	-1.02064601257812	0.044	0.1	0.00000000000000341750911073171
ELOF1	0.000000000000000000140456986931945	-0.594276067702195	0.133	0.215	0.00000000000000341886351891048
SNRPD3	0.000000000000000000141443914473925	-0.440013946030128	0.312	0.418	0.00000000000000344288632220982
AASDHPPT	0.00000000000000000014217403416416	-0.47384339317642	0.176	0.264	0.00000000000000346065816558981
ARHGEF3	0.000000000000000000142544015101961	0.524110334600594	0.312	0.249	0.00000000000000346966387159684
FAM192A	0.000000000000000000145421658907941	-0.617629637554381	0.1	0.17	0.0000000000000035397085994782
UCKL1	0.000000000000000000153110223968627	-0.578670540353607	0.097	0.164	0.00000000000000372685596162034
ZNF700	0.000000000000000000153747078804904	-1.33156259256764	0.031	0.083	0.00000000000000374235764519017
AAK1	0.000000000000000000161703142360696	0.321825344267522	0.468	0.443	0.00000000000000393601618820169
MYADM	0.000000000000000000171423152338156	0.318747126037226	0.735	0.657	0.00000000000000417261095106306
ZNF638	0.000000000000000000174054336323388	-0.402776140131176	0.207	0.297	0.00000000000000423665660044758
COQ5	0.000000000000000000176952862120346	-1.13361373508498	0.04	0.095	0.00000000000000430720961687134
ATXN7L1	0.000000000000000000179523976767058	-0.689719746177917	0.083	0.149	0.00000000000000436979311848695
TANGO2	0.000000000000000000185661070957784	-0.958323690183221	0.064	0.13	0.00000000000000451917612818342
RNF167	0.000000000000000000187892237875724	-0.334644709051873	0.416	0.525	0.00000000000000457348496213301
UIMC1	0.000000000000000000197488700022509	-0.498841089332288	0.156	0.238	0.0000000000000048070724472479
SMARCC1	0.000000000000000000198495201072775	-0.563694458877299	0.113	0.186	0.00000000000000483157168931243
CHMP2B	0.000000000000000000198828465216487	-0.408532058279439	0.174	0.256	0.00000000000000483968367183451
CDK17	0.00000000000000000020721578112384	0.54573876065375	0.246	0.196	0.0000000000000050438393283354
PHF5A	0.000000000000000000220274016236842	-0.385232341631134	0.261	0.358	0.00000000000000536168982922098
CHORDC1	0.000000000000000000229136676204588	-0.201932212214896	0.623	0.725	0.00000000000000557741583549588
MCCC1	0.000000000000000000233892122890084	-1.11641801920867	0.034	0.084	0.00000000000000569316816326752
SERP1	0.000000000000000000235142575356697	0.23091357835491	0.776	0.76	0.00000000000000572360542675735
ABCB1	0.000000000000000000238631327747383	1.06908488651068	0.113	0.055	0.00000000000000580852514869904
GORAB	0.00000000000000000023919883138553	-0.974241579867956	0.048	0.106	0.00000000000000582233875475518
RABEP1	0.000000000000000000239736095331933	-0.630059719319347	0.134	0.217	0.00000000000000583541629647458
PET100	0.000000000000000000247025724519397	-0.376956843373233	0.368	0.476	0.00000000000000601285316052664
SEP15	0.000000000000000000254678893523959	1.01770532368183	0.129	0.069	0.00000000000000619913894726668
PDRG1	0.000000000000000000261877608128821	-0.551408267604603	0.086	0.147	0.00000000000000637436285946364
YJU2	0.000000000000000000271730618458609	-1.1642308978806	0.049	0.11	0.00000000000000661419498390099
UBE2V1	0.000000000000000000279077468806541	-0.301390215665038	0.332	0.431	0.00000000000000679302466822001
MRPL49	0.000000000000000000281692197509248	-0.638264859695908	0.135	0.218	0.00000000000000685666977957262
INTS5	0.000000000000000000298901551427556	-1.09864069054871	0.031	0.078	0.00000000000000727556266329815
PLAGL2	0.000000000000000000300486592032029	-1.34553860089422	0.028	0.078	0.00000000000000731414413665161
RABGAP1	0.000000000000000000317345588060912	-0.989905263591015	0.05	0.109	0.00000000000000772450895899066
BRWD1	0.000000000000000000321872905619156	-0.497584624368622	0.159	0.243	0.00000000000000783470839567588
NOL7	0.000000000000000000323450549058363	-0.335939087585123	0.306	0.406	0.00000000000000787310981462962
GFPT1	0.000000000000000000325686217762778	-0.696062571401555	0.11	0.188	0.00000000000000792752822656377
SNX1	0.000000000000000000345017885065616	-0.44103713300637	0.202	0.29	0.00000000000000839808034038216
DIABLO.1	0.000000000000000000345386703131251	-1.01429272119939	0.057	0.119	0.00000000000000840705774091777
LSM6	0.000000000000000000350118701472895	-0.360098353389425	0.203	0.286	0.00000000000000852223931255174
ECHDC2	0.000000000000000000352484690186699	-0.640411542665895	0.111	0.187	0.00000000000000857982984383445
